195,14.635
196,14.697
197,14.76
198,14.822
199,14.884
200,14.945
201,15.007
202,15.068
203,15.128
204,15.189
205,15.249
206,15.309
207,15.368
208,15.428
209,15.487
210,15.545
211,15.604
212,15.662
213,15.72
214,15.777
215,15.835
216,15.892
217,15.949
218,16.005
219,16.061
220,16.117
221,16.172
222,16.228
223,16.283
224,16.337
225,16.392
226,16.446
227,16.499
228,16.553
229,16.605
230,16.658
231,16.711
232,16.763
233,16.815
234,16.866
235,16.918
236,16.969
237,17.02
238,17.07
239,17.12
240,17.169
241,17.219
242,17.268
243,17.316
244,17.365
245,17.413
246,17.46
247,17.508
248,17.555
249,17.601
250,17.647
251,17.694
252,17.74
253,17.785
254,17.83
255,17.875
256,17.92
257,17.964
258,18.007
259,18.051
260,18.094
261,18.137
262,18.18
263,18.222
264,18.264
265,18.305
266,18.347
267,18.388
268,18.428
269,18.469
270,18.509
271,18.548
272,18.588
273,18.627
274,18.665
275,18.704
276,18.742
277,18.78
278,18.817
279,18.854
280,18.891
281,18.927
282,18.963
283,18.999
284,19.035
285,19.07
286,19.105
287,19.139
288,19.173
289,19.207
290,19.241
291,19.274
292,19.307
293,19.339
294,19.371
295,19.403
296,19.434
297,19.466
298,19.496
299,19.527
300,19.558
301,19.587
302,19.617
303,19.646
304,19.675
305,19.704
306,19.732
307,19.76
308,19.788
309,19.816
310,19.843
311,19.869
312,19.896
313,19.922
314,19.948
315,19.974
316,19.999
317,20.024
318,20.048
319,20.073
320,20.097
321,20.12
322,20.144
323,20.167
324,20.19
325,20.212
326,20.235
327,20.256
328,20.278
329,20.299
330,20.32
331,20.341
332,20.361
333,20.381
334,20.401
335,20.42
336,20.44
337,20.458
338,20.477
339,20.495
340,20.513
341,20.531
342,20.549
343,20.566
344,20.583
345,20.599
346,20.615
347,20.631
348,20.647
349,20.662
350,20.678
351,20.693
352,20.707
353,20.721
354,20.735
355,20.749
356,20.762
357,20.775
358,20.788
359,20.801
360,20.813
361,20.825
362,20.837
363,20.848
364,20.859
365,20.87
366,20.881
367,20.891
368,20.901
369,20.911
370,20.921
371,20.93
372,20.939
373,20.948
374,20.957
375,20.965
376,20.973
377,20.981
378,20.988
379,20.995
380,21.002
381,21.009
382,21.016
383,21.022
384,21.028
385,21.034
386,21.039
387,21.044
388,21.049
389,21.054
390,21.059
391,21.063
392,21.067
393,21.071
394,21.075
395,21.078
396,21.081
397,21.084
398,21.087
399,21.089
400,21.091
401,21.093
402,21.095
403,21.097
404,21.098
405,21.099
406,21.1
407,21.101
408,21.102
409,21.102
410,21.102
411,21.102
412,21.101
413,21.101
414,21.1
415,21.099
416,21.098
417,21.097
418,21.101
419,21.136
420,21.179
421,21.221
422,21.264
423,21.307
424,21.349
425,21.391
426,21.432
427,21.474
428,21.515
429,21.556
430,21.597
431,21.638
432,21.678
433,21.719
434,21.759
435,21.798
436,21.838
437,21.877
438,21.916
439,21.955
440,21.993
441,22.032
442,22.07
443,22.108
444,22.145
445,22.183
446,22.22
447,22.256
448,22.293
449,22.329
450,22.365
451,22.401
452,22.437
453,22.472
454,22.507
455,22.542
456,22.576
457,22.611
458,22.645
459,22.678
460,22.712
461,22.745
462,22.778
463,22.81
464,22.843
465,22.875
466,22.907
467,22.938
468,22.969
469,23
470,23.031
471,23.061
472,23.091
473,23.121
474,23.15
475,23.179
476,23.208
477,23.237
478,23.265
479,23.293
480,23.321
481,23.348
482,23.375
483,23.402
484,23.428
485,23.454
486,23.48
487,23.505
488,23.531
489,23.555
490,23.58
491,23.604
492,23.628
493,23.651
494,23.675
495,23.698
496,23.72
497,23.742
498,23.764
499,23.786
500,23.807
501,23.828
502,23.849
503,23.869
504,23.889
505,23.908
506,23.928
507,23.947
508,23.965
509,23.983
510,24.001
511,24.019
512,24.036
513,24.053
514,24.069
515,24.086
516,24.101
517,24.117
518,24.132
519,24.147
520,24.161
521,24.176
522,24.189
523,24.203
524,24.216
525,24.229
526,24.241
527,24.253
528,24.265
529,24.276
530,24.287
531,24.298
532,24.308
533,24.318
534,24.327
535,24.337
536,24.346
537,24.354
538,24.362
539,24.37
540,24.377
541,24.384
542,24.391
543,24.397
544,24.403
545,24.409
546,24.414
547,24.419
548,24.424
549,24.428
550,24.432
551,24.435
552,24.438
553,24.441
554,24.443
555,24.445
556,24.447
557,24.448
558,24.449
559,24.449
560,24.449
561,24.449
562,24.448
563,24.447
564,24.446
565,24.444
566,24.442
567,24.439
568,24.436
569,24.433
570,24.429
571,24.425
572,24.421
573,24.416
574,24.411
575,24.405
576,24.399
577,24.393
578,24.386
579,24.379
580,24.371
581,24.363
582,24.355
583,24.346
584,24.337
585,24.327
586,24.317
587,24.307
588,24.296
589,24.285
590,24.274
591,24.262
592,24.25
593,24.237
594,24.224
595,24.211
596,24.197
597,24.183
598,24.168
599,24.154
600,24.138
601,24.123
602,24.107
603,24.09
604,24.074
605,24.056
606,24.039
607,24.021
608,24.003
609,23.984
610,23.965
611,23.945
612,23.925
613,23.905
614,23.884
615,23.863
616,23.842
617,23.82
618,23.798
619,23.776
620,23.753
621,23.729
622,23.706
623,23.681
624,23.657
625,23.632
626,23.607
627,23.581
628,23.555
629,23.529
630,23.502
631,23.475
632,23.447
633,23.419
634,23.391
635,23.362
636,23.333
637,23.304
638,23.274
639,23.244
640,23.213
641,23.183
642,23.151
643,23.12
644,23.088
645,23.055
646,23.023
647,22.989
648,22.956
649,22.922
650,22.888
651,22.853
652,22.818
653,22.783
654,22.747
655,22.711
656,22.675
657,22.638
658,22.601
659,22.563
660,22.526
661,22.488
662,22.449
663,22.41
664,22.371
665,22.331
666,22.291
667,22.251
668,22.21
669,22.169
670,22.127
671,22.086
672,22.043
673,22.001
674,21.958
675,21.915
676,21.871
677,21.827
678,21.783
679,21.738
680,21.693
681,21.648
682,21.602
683,21.556
684,21.51
685,21.463
686,21.416
687,21.369
688,21.322
689,21.274
690,21.226
691,21.177
692,21.128
693,21.079
694,21.029
695,20.979
696,20.929
697,20.878
698,20.827
699,20.776
700,20.724
701,20.672
702,20.62
703,20.567
704,20.514
705,20.461
706,20.407
707,20.354
708,20.299
709,20.244
710,20.19
711,20.134
712,20.078
713,20.022
714,19.966
715,19.91
716,19.853
717,19.796
718,19.738
719,19.68
720,19.622
721,19.563
722,19.505
723,19.445
724,19.386
725,19.326
726,19.266
727,19.205
728,19.145
729,19.084
730,19.022
731,18.961
732,18.899
733,18.836
734,18.773
735,18.71
736,18.647
737,18.584
738,18.52
739,18.456
740,18.391
741,18.326
742,18.262
743,18.196
744,18.131
745,18.065
746,17.999
747,17.933
748,17.866
749,17.799
750,17.732
751,17.665
752,17.597
753,17.529
754,17.461
755,17.392
756,17.324
757,17.255
758,17.186
759,17.117
760,17.047
761,16.977
762,16.907
763,16.837
764,16.767
765,16.696
766,16.625
767,16.554
768,16.482
769,16.411
770,16.339
771,16.267
772,16.195
773,16.123
774,16.05
775,15.977
776,15.904
777,15.831
778,15.758
779,15.684
780,15.61
781,15.537
782,15.462
783,15.388
784,15.314
785,15.239
786,15.164
787,15.089
788,15.014
789,14.939
790,14.864
791,14.788
792,14.713
793,14.637
794,14.56
795,14.484
796,14.408
797,14.331
798,14.254
799,14.178
800,14.101
801,14.023
802,13.946
803,13.869
804,13.791
805,13.713
806,13.636
807,13.558
808,13.48
809,13.402
810,13.323
811,13.245
812,13.167
813,13.089
814,13.01
815,12.931
816,12.853
817,12.774
818,12.695
819,12.62
820,12.577
821,12.543
822,12.508
823,12.473
824,12.439
825,12.404
826,12.37
827,12.335
828,12.3
829,12.265
830,12.23
831,12.195
832,12.159
833,12.125
834,12.089
835,12.053
836,12.017
837,11.982
838,11.945
839,11.909
840,11.873
841,11.837
842,11.8
843,11.763
844,11.726
845,11.689
846,11.652
847,11.614
848,11.577
849,11.539
850,11.501
851,11.463
852,11.425
853,11.386
854,11.348
855,11.309
856,11.27
857,11.232
858,11.192
859,11.153
860,11.114
861,11.074
862,11.035
863,10.994
864,10.954
865,10.914
866,10.874
867,10.833
868,10.793
869,10.752
870,10.71
871,10.669
872,10.627
873,10.586
874,10.545
875,10.502
876,10.46
877,10.418
878,10.375
879,10.332
880,10.289
881,10.247
882,10.203
883,10.159
884,10.116
885,10.072
886,10.028
887,9.984
888,9.9394
889,9.8948
890,9.8502
891,9.8051
892,9.7594
893,9.7143
894,9.6691
895,9.6231
896,9.577
897,9.5308
898,9.4847
899,9.4381
900,9.3911
901,9.3442
902,9.2971
903,9.2495
904,9.202
905,9.154
906,9.1059
907,9.0575
908,9.0091
909,8.9603
910,8.9107
911,8.8618
912,8.8125
913,8.7624
914,8.7125
915,8.6626
916,8.6119
917,8.5611
918,8.5104
919,8.4595
920,8.408
921,8.3567
922,8.3051
923,8.2526
924,8.2006
925,8.1483
926,8.0955
927,8.0428
928,7.9898
929,7.9363
930,7.883
931,7.8292
932,7.7748
933,7.7207
934,7.6665
935,7.6119
936,7.5569
937,7.5012
938,7.4462
939,7.3906
940,7.3345
941,7.2788
942,7.2225
943,7.166
944,7.1095
945,7.0526
946,6.9957
947,6.9386
948,6.8811
949,6.8236
950,6.7657
951,6.708
952,6.65
953,6.5908
954,6.5318
955,6.4731
956,6.4136
957,6.3534
958,6.2935
959,6.2334
960,6.1729
961,6.1122
962,6.0513
963,5.9906
964,5.9292
965,5.8679
966,5.8066
967,5.7448
968,5.6831
969,5.6212
970,5.5592
971,5.4969
972,5.4345
973,5.3721
974,5.3097
975,5.2469
976,5.1842
977,5.1216
978,5.0585
979,4.9956
980,4.9325
981,4.8695
982,4.807
983,4.7439
984,4.6809
985,4.6181
986,4.5554
987,4.4933
988,4.4312
989,4.3695
990,4.3081
991,4.2473
992,4.1868
993,4.1269
994,4.0676
995,4.0089
996,3.9516
997,3.895
998,3.8397
999,3.7858
1000,3.734
1001,3.6851
1002,3.6389
1003,3.5964
1004,3.5584
1005,3.5236
1006,3.4921
1007,3.4638
1008,3.438
1009,3.4143
1010,3.3925
1011,3.4168
1012,3.4599
1013,3.505
1014,3.5523
1015,3.6025
1016,3.6549
1017,3.7084
1018,3.7632
1019,3.819
1020,3.8763
1021,3.9347
1022,3.9936
1023,4.0542
1024,4.1155
1025,4.1776
1026,4.2409
1027,4.3042
1028,4.3684
1029,4.433
1030,4.4972
1031,4.5624
1032,4.6273
1033,4.6915
1034,4.7566
1035,4.8212
1036,4.8856
1037,4.9502
1038,5.0142
1039,5.0787
1040,5.1429
1041,5.2066
1042,5.2705
1043,5.3338
1044,5.3972
1045,5.4607
1046,5.5233
1047,5.5865
1048,5.6492
1049,5.7112
1050,5.7735
1051,5.8356
1052,5.8974
1053,5.9592
1054,6.0204
1055,6.0815
1056,6.1429
1057,6.2036
1058,6.2637
1059,6.3242
1060,6.3843
1061,6.444
1062,6.5038
1063,6.5628
1064,6.6216
1065,6.6804
1066,6.7385
1067,6.7967
1068,6.8546
1069,6.9126
1070,6.9703
1071,7.0275
1072,7.0849
1073,7.1421
1074,7.199
1075,7.2556
1076,7.3121
1077,7.3687
1078,7.4249
1079,7.4808
1080,7.5368
1081,7.5924
1082,7.6478
1083,7.7031
1084,7.7581
1085,7.8129
1086,7.8675
1087,7.9218
1088,7.9762
1089,8.0302
1090,8.0839
1091,8.1377
1092,8.1908
1093,8.244
1094,8.2971
1095,8.3495
1096,8.4027
1097,8.4552
1098,8.5071
1099,8.5593
1100,8.6111
1101,8.6629
1102,8.7145
1103,8.7657
1104,8.8168
1105,8.8677
1106,8.9184
1107,8.9689
1108,9.0192
1109,9.0693
1110,9.1192
1111,9.1689
1112,9.2185
1113,9.268
1114,9.3169
1115,9.3656
1116,9.4143
1117,9.4636
1118,9.5122
1119,9.56
1120,9.6081
1121,9.6561
1122,9.7041
1123,9.7516
1124,9.7987
1125,9.8462
1126,9.893
1127,9.9399
1128,9.9868
1129,10.033
1130,10.079
1131,10.126
1132,10.171
1133,10.217
1134,10.263
1135,10.308
1136,10.354
1137,10.398
1138,10.443
1139,10.488
1140,10.532
1141,10.577
1142,10.621
1143,10.665
1144,10.709
1145,10.753
1146,10.797
1147,10.84
1148,10.884
1149,10.927
1150,10.97
1151,11.012
1152,11.055
1153,11.098
1154,11.14
1155,11.182
1156,11.224
1157,11.266
1158,11.308
1159,11.35
1160,11.391
1161,11.432
1162,11.474
1163,11.515
1164,11.555
1165,11.596
1166,11.637
1167,11.677
1168,11.717
1169,11.757
1170,11.797
1171,11.838
1172,11.877
1173,11.916
1174,11.956
1175,11.996
1176,12.034
1177,12.073
1178,12.112
1179,12.151
1180,12.19
1181,12.228
1182,12.266
1183,12.304
1184,12.342
1185,12.38
1186,12.418
1187,12.455
1188,12.493
1189,12.53
1190,12.567
1191,12.604
1192,12.641
1193,12.677
1194,12.714
1195,12.751
1196,12.786
1197,12.822
1198,12.858
1199,12.894
